,text,cleaned,casefolding,stopword,normalisasi,stemming,tokenisasi
399,@Fahrihamzah Kita tidak menghadang prabowo  Kita hanya menghadang orang2 yng penuh dengan masalah di masa lalunya agar tdk menjadi masalah baru bagi bangsa ini  Ya kebetulan aja orangnya Prabowo,Kita tidak menghadang prabowo Kita hanya menghadang orang yng penuh dengan masalah di masa lalunya agar tdk menjadi masalah baru bagi bangsa ini Ya kebetulan aja orangnya Prabowo,kita tidak menghadang prabowo kita hanya menghadang orang yng penuh dengan masalah di masa lalunya agar tdk menjadi masalah baru bagi bangsa ini ya kebetulan aja orangnya prabowo,tidak menghadang prabowo hanya menghadang orang yng penuh masalah masa lalunya tdk menjadi masalah baru bangsa ya kebetulan aja orangnya prabowo,tidak menghadang prabowo hanya menghadang orang yang penuh masalah masa lalunya tidak menjadi masalah baru bangsa iya kebetulan saja orangnya prabowo,tidak menghadang prabowo hanya menghadang orang yang penuh masalah masa lalu tidak jadi masalah baru bangsa iya betul saja orang prabowo,"['tidak', 'menghadang', 'prabowo', 'hanya', 'menghadang', 'orang', 'yang', 'penuh', 'masalah', 'masa', 'lalu', 'tidak', 'jadi', 'masalah', 'baru', 'bangsa', 'iya', 'betul', 'saja', 'orang', 'prabowo']"
400,"Kelompok Relawan Gus Ipul di Jatim Deklarasi Dukung Prabowo-Gibran   Setelah Emil Dardak dan Khofifah bergabung ke Prabowo, sekarang relawan Gus Ipul, makin tebal kemenangan di Jatim  #BolehKokPindah02 MilihTULUSnya HatiPakBOWO AYAHBowoGBran PalingSEJUK  https://t.co/a6fNc0eZ1X https://t.co/Cmm0Yq1MgH","Kelompok Relawan Gus Ipul di Jatim Deklarasi Dukung Prabowo-Gibran Setelah Emil Dardak dan Khofifah bergabung ke Prabowo, sekarang relawan Gus Ipul, makin tebal kemenangan di Jatim MilihTULUSnya HatiPakBOWO AYAHBowoGBran PalingSEJUK","kelompok relawan gus ipul di jatim deklarasi dukung prabowo-gibran setelah emil dardak dan khofifah bergabung ke prabowo, sekarang relawan gus ipul, makin tebal kemenangan di jatim milihtulusnya hatipakbowo ayahbowogbran palingsejuk","kelompok relawan gus ipul jatim deklarasi dukung prabowo-gibran emil dardak khofifah bergabung prabowo, sekarang relawan gus ipul, makin tebal kemenangan jatim milihtulusnya hatipakbowo ayahbowogbran palingsejuk","kelompok relawan gus ipul jawa timur deklarasi dukung prabowo-gibran emil dardak khofifah bergabung prabowo , sekarang relawan gus ipul , makin tebal kemenangan jawa timur milihtulusnya hatipakbowo ayahbowogbran palingsejuk",kelompok rawan gus ipul jawa timur deklarasi dukung prabowo-gibran emil dardak khofifah gabung prabowo sekarang rawan gus ipul makin tebal menang jawa timur milihtulusnya hatipakbowo ayahbowogbran palingsejuk,"['kelompok', 'rawan', 'gus', 'ipul', 'jawa', 'timur', 'deklarasi', 'dukung', 'prabowo-gibran', 'emil', 'dardak', 'khofifah', 'gabung', 'prabowo', 'sekarang', 'rawan', 'gus', 'ipul', 'makin', 'tebal', 'menang', 'jawa', 'timur', 'milihtulusnya', 'hatipakbowo', 'ayahbowogbran', 'palingsejuk']"
401,"@bengkeldodo @conandoylenat @cakimiNOW @Alexemeru @adri_7i @_NusantaraLand_ @Kimberley_2024 @AKU_dgn3putra @G0mb4k @wiena_kinasih @PS_presiden2024 @xquitavee @OppungTp @AditBandit234 @_w0ManBaP3R_ @Abaaah @GembiraJabar @genx36545403 @DarekaRendy ini konsep taun 1952 pak,skrg sdh berubah jd Pedoman Gizi Seimbang,dr WHO jg aturannya sdh berubah,blm lg tingkat intoleransi laktosa pd perut org indo yg tinggi,kl bapak blg begini mksdny mo blg pak prabowo terjebak masa lalu,kuno&amp ga adaptif gt kah?kyny bpk yg hrs belajar lg deh","ini konsep taun pak,skrg sdh berubah jd Pedoman Gizi Seimbang,dr WHO jg aturannya sdh berubah,blm lg tingkat intoleransi laktosa pd perut org indo yg tinggi,kl bapak blg begini mksdny mo blg pak prabowo terjebak masa lalu,kuno&amp ga adaptif gt kah?kyny bpk yg hrs belajar lg deh","ini konsep taun pak,skrg sdh berubah jd pedoman gizi seimbang,dr who jg aturannya sdh berubah,blm lg tingkat intoleransi laktosa pd perut org indo yg tinggi,kl bapak blg begini mksdny mo blg pak prabowo terjebak masa lalu,kuno&amp ga adaptif gt kah?kyny bpk yg hrs belajar lg deh","konsep taun pak,skrg sdh berubah jd pedoman gizi seimbang,dr who jg aturannya sdh berubah,blm lg tingkat intoleransi laktosa pd perut org indo yg tinggi,kl bapak blg begini mksdny mo blg pak prabowo terjebak masa lalu,kuno&amp ga adaptif gt kah?kyny bpk yg hrs belajar lg deh","konsep tahun pak , sekarang sudah berubah jadi pedoman gizi seimbang , dari who juga aturannya sudah berubah , belum lagi tingkat intoleransi laktosa pada perut orang indonesia yang tinggi , kalau bapak bilang begini maksudnya mau bilang pak prabowo terjebak masa lalu , kuno & amp tidak adaptif gitu kah ? sepertinya bapak yang harus belajar lagi deh",konsep tahun pak sekarang sudah ubah jadi pedoman gizi imbang dari who juga atur sudah ubah belum lagi tingkat intoleransi laktosa pada perut orang indonesia yang tinggi kalau bapak bilang begini maksud mau bilang pak prabowo jebak masa lalu kuno amp tidak adaptif gitu kah seperti bapak yang harus ajar lagi deh,"['konsep', 'tahun', 'pak', 'sekarang', 'sudah', 'ubah', 'jadi', 'pedoman', 'gizi', 'imbang', 'dari', 'who', 'juga', 'atur', 'sudah', 'ubah', 'belum', 'lagi', 'tingkat', 'intoleransi', 'laktosa', 'pada', 'perut', 'orang', 'indonesia', 'yang', 'tinggi', 'kalau', 'bapak', 'bilang', 'begini', 'maksud', 'mau', 'bilang', 'pak', 'prabowo', 'jebak', 'masa', 'lalu', 'kuno', 'amp', 'tidak', 'adaptif', 'gitu', 'kah', 'seperti', 'bapak', 'yang', 'harus', 'ajar', 'lagi', 'deh']"
402,"@prabowo Usul pak sesekali jangan lakukan pidato monolog terus, coba kampanye dengan cara berdialog kepada masyarakat agar bisa tau aspirasi dan apa yg mereka butuhkan.","Usul pak sesekali jangan lakukan pidato monolog terus, coba kampanye dengan cara berdialog kepada masyarakat agar bisa tau aspirasi dan apa yg mereka butuhkan.","usul pak sesekali jangan lakukan pidato monolog terus, coba kampanye dengan cara berdialog kepada masyarakat agar bisa tau aspirasi dan apa yg mereka butuhkan.","usul pak sesekali jangan lakukan pidato monolog terus, coba kampanye cara berdialog masyarakat bisa tau aspirasi apa yg butuhkan.","usul pak sesekali jangan lakukan pidato monolog terus , coba kampanye cara berdialog masyarakat bisa tahu aspirasi apa yang butuhkan .",usul pak sekal jangan laku pidato monolog terus coba kampanye cara dialog masyarakat bisa tahu aspirasi apa yang butuh,"['usul', 'pak', 'sekal', 'jangan', 'laku', 'pidato', 'monolog', 'terus', 'coba', 'kampanye', 'cara', 'dialog', 'masyarakat', 'bisa', 'tahu', 'aspirasi', 'apa', 'yang', 'butuh']"
403,Yang ingin menghadang pak Prabowo untuk menjadi presiden sekarang ini adalah barisan sakit hati yg dipakai oleh kekuatan kekuatan global untuk menghalangi Indonesia menjadi negara maju dan negara  merdeka dan mandiri sebagaimana cita2 para pendiri bangsa kita!  #Salam2Aklamasi!,Yang ingin menghadang pak Prabowo untuk menjadi presiden sekarang ini adalah barisan sakit hati yg dipakai oleh kekuatan kekuatan global untuk menghalangi Indonesia menjadi negara maju dan negara merdeka dan mandiri sebagaimana cita para pendiri bangsa kita! !,yang ingin menghadang pak prabowo untuk menjadi presiden sekarang ini adalah barisan sakit hati yg dipakai oleh kekuatan kekuatan global untuk menghalangi indonesia menjadi negara maju dan negara merdeka dan mandiri sebagaimana cita para pendiri bangsa kita! !,ingin menghadang pak prabowo menjadi presiden sekarang adalah barisan sakit hati yg dipakai kekuatan kekuatan global menghalangi indonesia menjadi negara maju negara merdeka mandiri sebagaimana cita pendiri bangsa kita! !,ingin menghadang pak prabowo menjadi presiden sekarang adalah barisan sakit hati yang dipakai kekuatan kekuatan global menghalangi indonesia menjadi negara maju negara merdeka mandiri sebagaimana cita pendiri bangsa kita ! !,ingin menghadang pak prabowo jadi presiden sekarang adalah baris sakit hati yang pakai kuat kuat global halang indonesia jadi negara maju negara merdeka mandiri bagaimana cita diri bangsa kita,"['ingin', 'menghadang', 'pak', 'prabowo', 'jadi', 'presiden', 'sekarang', 'adalah', 'baris', 'sakit', 'hati', 'yang', 'pakai', 'kuat', 'kuat', 'global', 'halang', 'indonesia', 'jadi', 'negara', 'maju', 'negara', 'merdeka', 'mandiri', 'bagaimana', 'cita', 'diri', 'bangsa', 'kita']"
404,"Narasi yang bagus prabowo, sekarang datang aksi kamisan.","Narasi yang bagus prabowo, sekarang datang aksi kamisan.","narasi yang bagus prabowo, sekarang datang aksi kamisan.","narasi bagus prabowo, sekarang datang aksi kamisan.","narasi bagus prabowo , sekarang datang aksi kamisan .",narasi bagus prabowo sekarang datang aksi kamis,"['narasi', 'bagus', 'prabowo', 'sekarang', 'datang', 'aksi', 'kamis']"
405,"Miris ,, Calon Presiden kayak gini ?? Mau dibawa kemana negeri tercinta ini 😭  Kita mah ogah milih Prabowo - Gibran. https://t.co/QanB2Xsqt0","Miris ,, Calon Presiden kayak gini ?? Mau dibawa kemana negeri tercinta ini Kita mah ogah milih Prabowo - Gibran.","miris ,, calon presiden kayak gini ?? mau dibawa kemana negeri tercinta ini kita mah ogah milih prabowo - gibran.","miris ,, calon presiden kayak gini ?? mau dibawa negeri tercinta kita mah ogah milih prabowo - gibran.","miris , , calon presiden seperti begini ? ? mau dibawa negeri tercinta kita adalah tidak mau memilih prabowo - gibran .",miris calon presiden seperti begini mau bawa negeri cinta kita adalah tidak mau pilih prabowo - gibran,"['miris', 'calon', 'presiden', 'seperti', 'begini', 'mau', 'bawa', 'negeri', 'cinta', 'kita', 'adalah', 'tidak', 'mau', 'pilih', 'prabowo', '-', 'gibran']"
406,@suaradotcom Anies Baswedan cuman nyerang sekali di Debat dan Prabowo kelabakan gak bisa bales  Dibales Prabowo nyerang Anies di tiap kampanye internal sampe berkali-kali bilang goblok dan disamain dengan hewan  Fair enough?,Anies Baswedan cuman nyerang sekali di Debat dan Prabowo kelabakan gak bisa bales Dibales Prabowo nyerang Anies di tiap kampanye internal sampe berkali-kali bilang goblok dan disamain dengan hewan Fair enough?,anies baswedan cuman nyerang sekali di debat dan prabowo kelabakan gak bisa bales dibales prabowo nyerang anies di tiap kampanye internal sampe berkali-kali bilang goblok dan disamain dengan hewan fair enough?,anies baswedan cuman nyerang sekali debat prabowo kelabakan gak bales dibales prabowo nyerang anies tiap kampanye internal sampe berkali-kali bilang goblok disamain hewan fair enough?,anies baswedan cuma serang sekali debat prabowo kelabakan tidak balas dibalas prabowo serang anies tiap kampanye internal sampai berkali-kali bilang bodoh disamakan hewan fair enough ?,anies baswedan cuma serang sekali debat prabowo laba tidak balas balas prabowo serang anies tiap kampanye internal sampai kali bilang bodoh sama hewan fair enough,"['anies', 'baswedan', 'cuma', 'serang', 'sekali', 'debat', 'prabowo', 'laba', 'tidak', 'balas', 'balas', 'prabowo', 'serang', 'anies', 'tiap', 'kampanye', 'internal', 'sampai', 'kali', 'bilang', 'bodoh', 'sama', 'hewan', 'fair', 'enough']"
407,"Sementara itu:  PENGUMUMAN:  Dengan ini saya umumkan versi resmi dari #Joget02Gemoy yang disetujui dan disepakati oleh pak Prabowo.😀😀  (Perhatian:  Takut encok kumat, tarian ini Hanya untuk milenial dan GenZ. Atau Mantan Kopasus) https://t.co/VIhTTR9zf1","Sementara itu: PENGUMUMAN: Dengan ini saya umumkan versi resmi dari yang disetujui dan disepakati oleh pak Prabowo. (Perhatian: Takut encok kumat, tarian ini Hanya untuk milenial dan GenZ. Atau Mantan Kopasus)","sementara itu: pengumuman: dengan ini saya umumkan versi resmi dari yang disetujui dan disepakati oleh pak prabowo. (perhatian: takut encok kumat, tarian ini hanya untuk milenial dan genz. atau mantan kopasus)","itu: pengumuman: umumkan versi resmi yang disetujui disepakati pak prabowo. (perhatian: takut encok kumat, tarian ini hanya milenial genz. mantan kopasus)","itu : pengumuman : umumkan versi resmi yang disetujui disepakati pak prabowo . ( perhatian : takut encok kumat , tarian ini hanya milenial genz . mantan kopasus )",itu umum umum versi resmi yang tuju pakat pak prabowo perhati takut encok kumat tari ini hanya milenial genz mantan kopasus,"['itu', 'umum', 'umum', 'versi', 'resmi', 'yang', 'tuju', 'pakat', 'pak', 'prabowo', 'perhati', 'takut', 'encok', 'kumat', 'tari', 'ini', 'hanya', 'milenial', 'genz', 'mantan', 'kopasus']"
408,Pendukung pak Prabowo kreatif2… ada ga pendukung paslon lain yg sampe kyk gini? 🤪 https://t.co/VHiSGGYgNk,Pendukung pak Prabowo kreatif ada ga pendukung paslon lain yg sampe kyk gini?,pendukung pak prabowo kreatif ada ga pendukung paslon lain yg sampe kyk gini?,pendukung pak prabowo kreatif ga pendukung paslon yg sampe kyk gini?,pendukung pak prabowo kreatif tidak pendukung pasangan calon yang sampai seperti begini ?,dukung pak prabowo kreatif tidak dukung pasang calon yang sampai seperti begini,"['dukung', 'pak', 'prabowo', 'kreatif', 'tidak', 'dukung', 'pasang', 'calon', 'yang', 'sampai', 'seperti', 'begini']"
409,@Relouvire iya dps = dia prabowo subianto,iya dps = dia prabowo subianto,iya dps = dia prabowo subianto,iya dps = prabowo subianto,iya dps = prabowo subianto,iya dps prabowo subianto,"['iya', 'dps', 'prabowo', 'subianto']"
410,Goblok loe makin jadi aja med @PartaiSocme !  Yg share pendukung Si Pengkor yg komen Partai @Gerindra yg ketumbya si Omon @prabowo lalu loe nuduh pendukung @aniesbaswedan yg ngehoax  loe gk cek akun Tik Tok tsb sebelun komen dan nuduh gini ya ?   Cc @DivHumas_Polri @CCICPolri,Goblok loe makin jadi aja med ! Yg share pendukung Si Pengkor yg komen Partai yg ketumbya si Omon lalu loe nuduh pendukung yg ngehoax loe gk cek akun Tik Tok tsb sebelun komen dan nuduh gini ya ? Cc,goblok loe makin jadi aja med ! yg share pendukung si pengkor yg komen partai yg ketumbya si omon lalu loe nuduh pendukung yg ngehoax loe gk cek akun tik tok tsb sebelun komen dan nuduh gini ya ? cc,goblok loe makin jadi aja med ! yg share pendukung si pengkor yg komen partai yg ketumbya si omon lalu loe nuduh pendukung yg ngehoax loe gk cek akun tik tok tsb sebelun komen nuduh gini ? cc,bodoh kamu makin jadi saja med ! yang bagikan pendukung sih pengkor yang komen partai yang ketumbya sih omon lalu kamu menuduh pendukung yang ngehoax kamu tidak cek akun tik tok tersebut sebelun komen menuduh begini ? cc,bodoh kamu makin jadi saja med yang bagi dukung sih pengkor yang komen partai yang ketumbya sih omon lalu kamu tuduh dukung yang ngehoax kamu tidak cek akun tik tok sebut bun komen tuduh begini cc,"['bodoh', 'kamu', 'makin', 'jadi', 'saja', 'med', 'yang', 'bagi', 'dukung', 'sih', 'pengkor', 'yang', 'komen', 'partai', 'yang', 'ketumbya', 'sih', 'omon', 'lalu', 'kamu', 'tuduh', 'dukung', 'yang', 'ngehoax', 'kamu', 'tidak', 'cek', 'akun', 'tik', 'tok', 'sebut', 'bun', 'komen', 'tuduh', 'begini', 'cc']"
411,"Ingat pesan ibu Sri Mulyani, perempuan cerdas yg dimiliki negara kita. Pilih pemimpin yg bisa baca data.  Dan itu ada di Ganjar Pranowo bukan Prabowo yg beleng-beleng.  #GanjarMahfud2024 #L3bihBaik https://t.co/6QOZ1pDCtf","Ingat pesan ibu Sri Mulyani, perempuan cerdas yg dimiliki negara kita. Pilih pemimpin yg bisa baca data. Dan itu ada di Ganjar Pranowo bukan Prabowo yg beleng-beleng.","ingat pesan ibu sri mulyani, perempuan cerdas yg dimiliki negara kita. pilih pemimpin yg bisa baca data. dan itu ada di ganjar pranowo bukan prabowo yg beleng-beleng.","ingat pesan ibu sri mulyani, perempuan cerdas yg dimiliki negara kita. pilih pemimpin yg baca data. itu di ganjar pranowo bukan prabowo yg beleng-beleng.","ingat pesan ibu sri mulyani , perempuan cerdas yang dimiliki negara kita . pilih pemimpin yang baca data . itu di ganjar pranowo bukan prabowo yang beleng-beleng .",ingat pesan ibu sri mulyani perempuan cerdas yang milik negara kita pilih pimpin yang baca data itu di ganjar pranowo bukan prabowo yang beleng,"['ingat', 'pesan', 'ibu', 'sri', 'mulyani', 'perempuan', 'cerdas', 'yang', 'milik', 'negara', 'kita', 'pilih', 'pimpin', 'yang', 'baca', 'data', 'itu', 'di', 'ganjar', 'pranowo', 'bukan', 'prabowo', 'yang', 'beleng']"
412,"Kenyataannya   orang2 benci dgn kampanye jahat, dan AYAHBowoGBran PalingSEJUK sebagai   pilihan yg lebih baik dengan kampanye yang rapi. #BolehKokPindah02 MilihTULUSnya HatiPakBOWO @prabowo @prabowogibran02 https://t.co/Xbn6utKH8g","Kenyataannya orang benci dgn kampanye jahat, dan AYAHBowoGBran PalingSEJUK sebagai pilihan yg lebih baik dengan kampanye yang rapi. MilihTULUSnya HatiPakBOWO","kenyataannya orang benci dgn kampanye jahat, dan ayahbowogbran palingsejuk sebagai pilihan yg lebih baik dengan kampanye yang rapi. milihtulusnya hatipakbowo","kenyataannya orang benci dgn kampanye jahat, ayahbowogbran palingsejuk pilihan yg lebih baik kampanye rapi. milihtulusnya hatipakbowo","kenyataanya orang benci dengan kampanye jahat , ayahbowogbran palingsejuk pilihan yang lebih baik kampanye rapi . milihtulusnya hatipakbowo",kenyataanya orang benci dengan kampanye jahat ayahbowogbran palingsejuk pilih yang lebih baik kampanye rapi milihtulusnya hatipakbowo,"['kenyataanya', 'orang', 'benci', 'dengan', 'kampanye', 'jahat', 'ayahbowogbran', 'palingsejuk', 'pilih', 'yang', 'lebih', 'baik', 'kampanye', 'rapi', 'milihtulusnya', 'hatipakbowo']"
413,"@prabowo Mamtap pak, tapi sebaiknya jgn naek Alphard mulu pak  Kenapa nggak coba naek becak itung2 sekalian bantu UMKM","Mamtap pak, tapi sebaiknya jgn naek Alphard mulu pak Kenapa nggak coba naek becak itung sekalian bantu UMKM","mamtap pak, tapi sebaiknya jgn naek alphard mulu pak kenapa nggak coba naek becak itung sekalian bantu umkm","mamtap pak, sebaiknya jgn naek alphard mulu pak nggak coba naek becak itung sekalian bantu umkm","mamtap pak , sebaiknya jangan naik alphard melulu pak tidak coba naik becak hitung sekalian bantu usaha mikro kecil dan menengah",mamtap pak baik jangan naik alphard melulu pak tidak coba naik becak hitung sekali bantu usaha mikro kecil dan tengah,"['mamtap', 'pak', 'baik', 'jangan', 'naik', 'alphard', 'melulu', 'pak', 'tidak', 'coba', 'naik', 'becak', 'hitung', 'sekali', 'bantu', 'usaha', 'mikro', 'kecil', 'dan', 'tengah']"
414,"Kata Prabowo, Pak Anies Hanyalah Pemimpin Omon-Omon. Ya sudah Biar video ini saja yang menjelaskan..Dan biarkan Rakyat yg menilai! Hehe  #AMINAjaDulu #AniesMuhaimin2024 https://t.co/dv6oTVKrh3","Kata Prabowo, Pak Anies Hanyalah Pemimpin Omon-Omon. Ya sudah Biar video ini saja yang menjelaskan..Dan biarkan Rakyat yg menilai! Hehe","kata prabowo, pak anies hanyalah pemimpin omon-omon. ya sudah biar video ini saja yang menjelaskan..dan biarkan rakyat yg menilai! hehe","kata prabowo, pak anies hanyalah pemimpin omon-omon. sudah biar video saja menjelaskan..dan biarkan rakyat yg menilai! hehe","kata prabowo , pak anies hanyalah pemimpin omon-omon . sudah supaya video saja menjelaskan .. dan biarkan rakyat yang menilai ! he",kata prabowo pak anies hanya pimpin omon-omon sudah supaya video saja jelas dan biar rakyat yang nilai he,"['kata', 'prabowo', 'pak', 'anies', 'hanya', 'pimpin', 'omon-omon', 'sudah', 'supaya', 'video', 'saja', 'jelas', 'dan', 'biar', 'rakyat', 'yang', 'nilai', 'he']"
415,Buat yang sayang Pak Prabowo dan Mas Gibran .. kita antarkan bareng ke dermaga kemenangan 14 Februari 2024 💕 untuk Indonesia tercintahh   ❤️✌️ https://t.co/MjbgVvABCG,Buat yang sayang Pak Prabowo dan Mas Gibran .. kita antarkan bareng ke dermaga kemenangan Februari untuk Indonesia tercintahh,buat yang sayang pak prabowo dan mas gibran .. kita antarkan bareng ke dermaga kemenangan februari untuk indonesia tercintahh,buat sayang pak prabowo mas gibran .. antarkan bareng dermaga kemenangan februari indonesia tercintahh,buat sayang pak prabowo mas gibran .. antarkan bareng dermaga kemenangan februari indonesia tercintahh,buat sayang pak prabowo mas gibran antar bareng dermaga menang februari indonesia tercintahh,"['buat', 'sayang', 'pak', 'prabowo', 'mas', 'gibran', 'antar', 'bareng', 'dermaga', 'menang', 'februari', 'indonesia', 'tercintahh']"
416,@prabowo GEN Z itu Generasi Cerdas &amp  Terdidik kelompok terdidik seharusnya menjadikan etik &amp  ketaatan pada proses sebagai acuan utama Dalam memilih CAPRES CAWAPRES  GEN Z itu Generasi Penerus bangsa jangan Hinakan diri kalian dgn memilih sesuatu hasil Pelanggaran Etik Berat Di konstitusi,GEN Z itu Generasi Cerdas &amp Terdidik kelompok terdidik seharusnya menjadikan etik &amp ketaatan pada proses sebagai acuan utama Dalam memilih CAPRES CAWAPRES GEN Z itu Generasi Penerus bangsa jangan Hinakan diri kalian dgn memilih sesuatu hasil Pelanggaran Etik Berat Di konstitusi,gen z itu generasi cerdas &amp terdidik kelompok terdidik seharusnya menjadikan etik &amp ketaatan pada proses sebagai acuan utama dalam memilih capres cawapres gen z itu generasi penerus bangsa jangan hinakan diri kalian dgn memilih sesuatu hasil pelanggaran etik berat di konstitusi,gen z generasi cerdas &amp terdidik kelompok terdidik menjadikan etik &amp ketaatan proses acuan utama memilih capres cawapres gen z generasi penerus bangsa jangan hinakan diri kalian dgn memilih hasil pelanggaran etik berat konstitusi,gen z generasi cerdas & amp terdidik kelompok terdidik menjadikan etik & amp ketaatan proses acuan utama memilih calon presiden calon wakil presiden gen z generasi penerus bangsa jangan hinakan diri kalian dengan memilih hasil pelanggaran etik berat konstitusi,gen z generasi cerdas amp didik kelompok didik jadi etik amp taat proses acu utama pilih calon presiden calon wakil presiden gen z generasi terus bangsa jangan hina diri kalian dengan pilih hasil langgar etik berat konstitusi,"['gen', 'z', 'generasi', 'cerdas', 'amp', 'didik', 'kelompok', 'didik', 'jadi', 'etik', 'amp', 'taat', 'proses', 'acu', 'utama', 'pilih', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'gen', 'z', 'generasi', 'terus', 'bangsa', 'jangan', 'hina', 'diri', 'kalian', 'dengan', 'pilih', 'hasil', 'langgar', 'etik', 'berat', 'konstitusi']"
417,@prabowo Saya bertanya ke hati nurani rekan2 semua.  https://t.co/9QV6VaBrIv,Saya bertanya ke hati nurani rekan semua.,saya bertanya ke hati nurani rekan semua.,bertanya hati nurani rekan semua.,bertanya hati nurani rekan semua .,tanya hati nurani rekan semua,"['tanya', 'hati', 'nurani', 'rekan', 'semua']"
418,"Hanya Prabowo yg punya wibawa dan nyali untuk bebaskan Palestina. Ayam sayur yg katanya mau ngeroyok itu gak punya bakat melawan. Bismillah, kita bayar lunas hutang kita pada bangsa Palestiina. #Aklamasi02PalestinaMerdeka! https://t.co/T5gynzkLFh","Hanya Prabowo yg punya wibawa dan nyali untuk bebaskan Palestina. Ayam sayur yg katanya mau ngeroyok itu gak punya bakat melawan. Bismillah, kita bayar lunas hutang kita pada bangsa Palestiina. !","hanya prabowo yg punya wibawa dan nyali untuk bebaskan palestina. ayam sayur yg katanya mau ngeroyok itu gak punya bakat melawan. bismillah, kita bayar lunas hutang kita pada bangsa palestiina. !","prabowo yg punya wibawa nyali bebaskan palestina. ayam sayur yg katanya mau ngeroyok gak punya bakat melawan. bismillah, bayar lunas hutang pada bangsa palestiina. !","prabowo yang punya wibawa nyali bebaskan palestina . ayam sayur yang katanya mau mengeroyok tidak punya bakat melawan . bismillah , bayar lunas hutang pada bangsa palestiina . !",prabowo yang punya wibawa nyali bebas palestina ayam sayur yang kata mau keroyok tidak punya bakat lawan bismillah bayar lunas hutang pada bangsa palestiina,"['prabowo', 'yang', 'punya', 'wibawa', 'nyali', 'bebas', 'palestina', 'ayam', 'sayur', 'yang', 'kata', 'mau', 'keroyok', 'tidak', 'punya', 'bakat', 'lawan', 'bismillah', 'bayar', 'lunas', 'hutang', 'pada', 'bangsa', 'palestiina']"
